Nombre,Anyo,Roles,Peliculas,Premios
Mike Boylin,-1,Reparto. Cámara y electricidad,St. Andrew's Girls,No tiene premios
David Crawford,-1,Reparto,"Zombi: El regreso de los muertos vivientes, Night of the Living Dead: Genesis, Lady Beware",No tiene premios
Brad Pitt,1963,Producción. Reparto. Equipo ejecutivo,"El club de la lucha, Sr. y Sra. Smith, 12 monos",Ganó 2 premios Óscar
Catherine Zeta-Jones,1969,Reparto. Banda sonora,"Chicago, La máscara del Zorro, Traffic",Ganó 1 premio Óscar
Joseph Fiennes,1970,Reparto. Producción. Dirección,"Shakespeare in Love (Shakespeare enamorado), Resucitado, Elizabeth",Nominado para 1 premio Primetime Emmy
Michelle Pfeiffer,1958,Reparto. Producción. Banda sonora,"Los fabulosos Baker Boys, Lo que la verdad esconde, Hairspray",Nominado para 3 premios Óscar
Dennis Haysbert,1954,Reparto. Producción. Dirección,"Lejos del cielo, 24, Heat",Otros premios
Timothy West,1934,Reparto. Producción. Banda sonora,"Chacal, Por siempre jamás, Juana de Arco de Luc Besson",Nominado a 2 premios BAFTA
Adriano Giannini,1971,Reparto. Cámara y electricidad. Equipos adicionales,"Barridos por la marea, Il gioco, Daylight (Pánico en el túnel)",Otros premios
Raman Hui,-1,Animación. Dirección. Arte,"Monster hunt, Shrek tercero, Shrek",Otros premios
Chung Chan,-1,Reparto,Simbad: La leyenda de los siete mares,No tiene premios
Jim Cummings,1952,Reparto. Banda sonora. Equipos adicionales,"Winnie the Pooh, Christopher Robin, Tiana y el sapo",Otros premios
Will Smith,1968,Producción. Reparto. Guion,"El príncipe de Bel-Air, Men in Black (Hombres de negro), Soy leyenda",Ganó 1 premio Óscar
Martin Lawrence,1965,Reparto. Guion. Producción,"Martin, Dos policías rebeldes II, Dos policías rebeldes",Otros premios
Gabrielle Union,1972,Reparto. Producción. Banda sonora,"A por todas, Dos policías rebeldes II, 10 razones para odiarte",Otros premios
Jordi Mollà,1968,Reparto. Guion. Dirección,"Riddick, Dos policías rebeldes II, Criminal",Otros premios
Peter Stormare,1953,Reparto. Guion. Producción,"Fargo, El secreto de los hermanos Grimm, Constantine",Otros premios
Theresa Randle,1964,Reparto. Banda sonora,"Dos policías rebeldes, Dos policías rebeldes II, Spawn",Otros premios
Joe Pantoliano,1951,Reparto. Producción. Guion,"Memento, Lazos ardientes, Matrix",Ganó 1 premio Primetime Emmy
Michael Shannon,1974,Reparto. Producción. Dirección,"Take Shelter, La forma del agua, Revolutionary Road",Nominado para 2 premios Óscar
Jon Seda,1970,Reparto,"La Brea, Chicago P.D., Una bala en la cabeza",Otros premios
Yul Vazquez,-1,Reparto. Producción. Equipos adicionales,"Separación, El visitante, Muñeca rusa",Otros premios
Arnold Schwarzenegger,1947,Reparto. Producción. Guion,"Terminator 2: El juicio final, Terminator, El 6º día",Ganó 1 premio Primetime Emmy
Nick Stahl,1979,Reparto. Producción. Dirección de la segunda unidad o asistencia a dirección,"Sin City: Ciudad del pecado, El hombre sin rostro, Terminator 3: La rebelión de las máquinas",Otros premios
Kristanna Loken,-1,Reparto. Producción. Equipo ejecutivo,"Terminator 3: La rebelión de las máquinas, BloodRayne, En el nombre del rey",Otros premios
Claire Danes,1979,Reparto. Producción. Banda sonora,"Es mi vida, Homeland, Romeo y Julieta de William Shakespeare",Ganó 3 premios Primetime Emmy
David Andrews,1952,Reparto,"Terminator 3: La rebelión de las máquinas, Apolo 13, Cherry 2000",Otros premios
Mark Famiglietti,1979,Reparto. Guion. Producción,"Terminator 3: La rebelión de las máquinas, Aquarius, Mad Men",No tiene premios
Earl Boen,1941,Reparto. Banda sonora,"Terminator 2: El juicio final, Terminator 3: La rebelión de las máquinas, Terminator",Otros premios
Moira Sinise,-1,Reparto,"Terminator 3: La rebelión de las máquinas, Breakdown, De ratones y hombres",No tiene premios
Chopper Bernet,1963,Reparto. Producción. Dirección,"Terminator 3: La rebelión de las máquinas, Spirit: El corcel indomable, G.I. Joe: The Rise of Cobra",No tiene premios
Christopher Lawford,1955,Reparto. Producción,"Herida abierta, Terminator 3: La rebelión de las máquinas, Trece días",No tiene premios
Michael Rapaport,1970,Reparto. Dirección. Producción,"Deep Blue Sea, Amor a quemarropa, Beautiful Girls",Otros premios
Gary Stretch,1965,Reparto. Producción. Dirección,"Dead Man's Shoes, Alejandro Magno, Salvajes",Otros premios
Seymour Cassel,1935,Reparto. Dirección de fotografía y cámara. Equipos adicionales,"Academia Rushmore, En la sopa, Dick Tracy",Nominado para 1 premio Óscar
Robin Givens,1964,Reparto. Dirección. Producción,"Boomerang (El príncipe de las mujeres), Blankman, mi hermano el chiflado, Sueños olvidados",Otros premios
Debbie Harry,1945,Reparto. Composición. Producción,"Videodrome, Mi vida sin mí, Hairspray, fiebre de los 60",Otros premios
Lainie Kazan,1939,Reparto. Producción. Banda sonora,"Mi gran boda griega, Una relación peligrosa, Mi gran boda griega 2",Nominado para 1 premio Primetime Emmy
Ralph Macchio,1961,Reparto. Producción. Dirección,"Karate Kid III: El desafío final, Karate Kid (El momento de la verdad), Rebeldes",Nominado para 1 premio Primetime Emmy
James Russo,1953,Reparto. Guion. Dirección,"Not a Stranger, Django desencadenado, Open Range",Otros premios
Ally Sheedy,1962,Reparto. Producción. Banda sonora,"Juegos de guerra, El club de los cinco, Cortocircuito",Otros premios
Frank Whaley,1963,Reparto. Dirección. Guion,"Broken Arrow: Alarma nuclear, Pulp Fiction, The Doors",Otros premios
Pontus Axelsson,-1,Reparto. Guion. Dirección de fotografía y cámara,"En dag på lekparken, Den hemlige riddaren, Den hemlige riddaren II: Återkomsten",No tiene premios
Erik Lorentz,-1,Dirección. Dirección de fotografía y cámara. Edición,"Den hemlige riddaren II: Återkomsten, MVG, En dag på lekparken",No tiene premios
Gabriella Biemforde,-1,Reparto,Road Dogs,No tiene premios
Wayne Dehart,-1,Reparto,"La familia que tú eliges, RoboCop 2, Looper",No tiene premios
Milo Frank,-1,Reparto,Road Dogs,No tiene premios
Kevin Linell,-1,Reparto,"Road Dogs, Cómo defender a un asesino, Infidelity/Hard Fall",No tiene premios
Reggie McFadden,-1,Reparto. Guion,"Little Nicky, La escalera de Jacob, Minor Adjustments",No tiene premios
Tracy Miller,-1,Reparto. Producción. Equipos adicionales,"A Civil Action (Acción civil), The Other Half, The Young and the Restless",No tiene premios
Donna Neuwirth,-1,Reparto,Road Dogs,No tiene premios
Glenn Plummer,1961,Reparto. Dirección. Producción,"Días extraños, Speed: Máxima potencia, Showgirls",Otros premios
Jay Lamont Pope,-1,Reparto,Road Dogs,No tiene premios
Juan Pope,1967,Equipos adicionales. Reparto. Sonido,"El origen del planeta de los simios, Free Guy, El amanecer del planeta de los simios",No tiene premios
Paul Popowich,1973,Reparto. Producción,"Hemlock Grove, The Expanse, Rogue",No tiene premios
Derek Hamilton,-1,Reparto. Guion. Producción,"La cabaña, Arrow, Becoming Redwood",Otros premios
Eugene Levy,1946,Reparto. Guion. Producción,"Un poderoso viento, El experto, Very Important Perros",Ganó 4 premios Primetime Emmy
Audrey Lupke,-1,Reparto,"Revelación, El Signo del Asesino, Aguas mortales",No tiene premios
Joe Pantoliano,1951,Reparto. Producción. Guion,"Memento, Lazos ardientes, Matrix",Ganó 1 premio Primetime Emmy
Daniel Baldwin,1960,Reparto. Dirección. Producción,"Hawai 5.0, Grimm, Caso abierto",Otros premios
Louise Fletcher,1934,Reparto,"Alguien voló sobre el nido del cuco, Flores en el ático, Star Trek: Espacio Profundo Nueve",Ganó 1 premio Óscar
Kenny Robinson,-1,Reparto. Guion,"Repo Men, Down to Earth (De vuelta a la Tierra), The Umbrella Academy",Otros premios
Leslie Carlson,1933,Reparto,"Videodrome, La zona muerta, Historias de Navidad",Otros premios
Kevin Rushton,-1,Especialistas. Reparto,"X-Men, Repo Men, El increíble Hulk",No tiene premios
Hans Clarin,-1,Reparto. Equipos adicionales. Banda sonora,"Pippi Calzaslargas, El pañuelo asesino, Immer Ärger mit Nicole",No tiene premios
Christine Neubauer,-1,Reparto. Guion,"Im Tal des Schweigens, Löwengrube, Hannas Entscheidung",Otros premios
Sunnyi Melles,1958,Reparto. Guion. Banda sonora,"RAF Facción del ejército rojo, El triángulo de la tristeza, El despertar de Motti Wolkenbruch",Otros premios
