Título,Puntuación IMDb,Directores,Guionistas,Argumento,ID
Passengers,"5,8",Rodrigo García,Ronnie Christensen,"Una terapeuta especializada en tratar el duelo, que trabaja con un grupo de supervivientes de un accidente aéreo, se ve inmersa en un misterio cuando sus clientes empiezan a desaparecer uno a uno.",tt0449487
Ella es el partido,"6,0",George Clooney,"Duncan Brantley, Rick Reilly","En 1925, un jugador de fútbol profesional emprendedor convence al héroe del fútbol americano universitario demasiado bueno para ser verdad de Estados Unidos de jugar para su equipo y evitar que la liga se arruine.",tt0379865
ISS Space Agency,No disponible,Anton Vassil,No disponible,Astronaut discovers plots of sabotage within the space agency.,tt0399976
Green River,"3,2",Sam Taybi,"Justin Beaupre, Andrew Cappelletti, Tim Durr","Haunted by her sister's mysterious disappearance many years ago at Green River, Charisma Kavanagh (Danielle Franke) returns to silence her ghosts and make peace with the past.",tt0403085
Apaföld,"5,2",Viktor Oszkar Nagy,Viktor Oszkar Nagy,,tt0143558
Rózsaszín sajt,"5,9",Barnabás Tóth,"Barnabás Tóth, Frank Rizzo, Dániel Hamvas","To escape the oppressive hyperactivity of his gynecologist father, Dani, 19-year-old student at the Medical University of Budapest, travels to France to his musician uncle. A vision of adolescence and father-son-women relationship filled with humour and human touches. This movie is spoken in Hungarian and French and subtitled in English.",tt0153140
Sanam Teri Kasam,"4,2",Lawrence D'Souza,Talat Rekhi,"Se forma un triángulo amoroso cuando un hombre descubre que su mejor amigo se ha casado con su ex prometida, desatando un enredo de amor, traición y emociones encontradas.",tt0205380
Twice as Dead,"7,6",Terence H. Winkless,"Raly Radouloff, Terence H. Winkless",Jack and Jill rob a bank and end up on the road with their contact and a sexy vixen on the run from the law.,tt0254832
Railed,"7,7",Ryan Fox,Ryan Fox,"""Railed"" blurs the line between reality and fiction, taking place on a cross-country train trip from Los Angeles to New York. Passengers, unaware, become the stars and plot of the film.",tt0311698
Los mundos de Coraline,"7,8",Henry Selick,"Henry Selick, Neil Gaiman","Una aventurera niña de 11 años encuentra otro mundo que es una versión extrañamente idealizada de su frustrante hogar, pero que tiene siniestros secretos.",tt0327597
Mitsein,"7,8",Aparna Malladi,Aparna Malladi,Moksha sees a painting of her in an art gallery and goes on a surreal journey looking for the artist who created her.,tt0344074
Promesa sangrienta,"6,7",Ben Ramsey,Michael Andrews,"En Los Ángeles, un ex convicto toma por asalto el mundo clandestino de la lucha en su búsqueda por cumplir una promesa a un amigo muerto.",tt0346631
Malditos bastardos,"8,4",Quentin Tarantino,Quentin Tarantino,"En la Francia ocupada por los nazis durante la Segunda Guerra Mundial, un plan para asesinar a los líderes nazis por parte de un grupo de soldados judíos estadounidenses coincide con los planes vengativos de la dueña de un cine.",tt0361748
The box,"5,6",Richard Kelly,"Richard Kelly, Richard Matheson","Una pequeña caja de madera llega a la puerta de un matrimonio que sabe que si la abren ganarán un millón de dólares, y una persona a la que desconocen morirá.",tt0362478
El reino de los cielos,"6,0",Alejandro Basile,No disponible,,tt0288190
Unter Strom,"5,4",Zoltan Paul,"Uli Brée, Zoltan Paul","A comedy about relationships. A just-divorced couple, the wife's lover; a convicted criminal, his pregnant wife and his best friend; the economy minister and his secret lover; all parties are under stress in a hostage situation and surrounded by uncoordinated police troops.",tt0304876
Chinango,"5,3",Peter Van Lengen,"Talina Tinoco, Peter Van Lengen","Tras encontrar la medalla Shaolin de su abuelo, Braulio se ve envuelto con gángsters mexicanos que perturban su paz. Manejará este lío a la antigua usanza - pero su mayor rival es la más mortífera belleza de kung fu de China.",tt0312958
Los muertos van deprisa,"5,8",Ángel de la Cruz,Ángel de la Cruz,,tt0353765
Two-Minute Heist,"5,1","Kris Arnold, Dan De Luca","Dan De Luca, Kris Arnold","Slacker Dino Rado, and his uptight partner, Steven Scheere made a bad investment. They borrowed money to fund a ""B"" movie that flopped big time and now the Jamaican Mob wants it's money back. As a last resort they steal and idea from a screenplay to cast unsuspecting actors to pull off a real heist. Their plan is flawless, until they put it into action. Dino and Steve... Leer todo",tt0365873
Astro Boy,"6,2",David Bowers,"Osamu Tezuka, David Bowers, Timothy Harris","Cuando un androide réplica de un niño es rechazado por su afligido creador, sale a buscar su propia identidad en una aventura que lo convertirá en el mayor héroe de su tiempo.",tt0375568
Terror en la Antártida,"5,5",Dominic Sena,"Jon Hoeber, Erich Hoeber, Chad Hayes","En Antártica, el sol está a punto de ponerse para los próximos seis meses y la marshal Carrie Stetko da caza a un asesino.",tt0365929
Sterling: The Secret of the Lost Medallion,"5,9",Clayton Miller,"Bradley Day, Clayton Miller","While at camp, Alex Sterling and his friends have stumbled upon an old journal left behind by his deceased grandfather where they learn of the existence of a legendary medallion believed to have originally belonged to the Biblical King Solomon. Many adventures follow as they uncover clues leading to the final resting place of the medallion.",tt0373340
Watchmen,"7,6",Zack Snyder,"Dave Gibbons, David Hayter, Alex Tse","En 1985, donde existen antiguos superhéroes, el asesinato de un colega envía al activo vigilante Rorschach a su propia investigación, descubriendo algo que podría cambiar completamente el curso de la historia tal y como la conocemos.",tt0409459
Harry Potter y el misterio del príncipe,"7,6",David Yates,"Steve Kloves, J.K. Rowling","Cuando Harry Potter empieza su sexto año en Hogwarts, descubre un viejo libro marcado como propiedad del príncipe mestizo y comienza a aprender más sobre el oscuro pasado de Lord Voldemort.",tt0417741
Royal Kill,"2,9",Bob Ahmed,Bob Ahmed,"Mujer asesina recibe el encargo de matar al heredero himalayo en EE.UU. Un guardia real es enviado para salvaguardarlo. Cuando se conocen, ambos deben decidir entre el deber y algo más profundo que está surgiendo entre ellos.",tt0421237
The Magic Stone,"6,4",Jowita Gondek,"Jowita Gondek, Bozenna 'Bo' Intrator",,tt0293354
Malice in Wonderland,"5,8",Simon Fellows,Jayson Rothwell,"A modern take on the classic fairytale, Alice in Wonderland, set in the North East of England.",tt0374853
The Lovely Bones,"6,6",Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson",En torno a una niña que ha sido asesinada y cuida de su familia - al tiempo que observa a su asesino - des del purgatorio. Tendrá que encontrar el equilibrio entre su deseo de venganza y su deseo de reconfortar a su familia.,tt0380510
Donde viven los monstruos,"6,7",Spike Jonze,"Spike Jonze, Dave Eggers, Maurice Sendak","Una adaptación de la historia infantil clásica de Maurice Sendak, en la que Max, un niño pequeño y desobediente es enviado a la cama sin su cena, crea su propio mundo--un bosque habitado por feroces criaturas salvajes quienes coronan Max como su gobernante.Reseña anónima (Traducida por IMDb.es)",tt0386117
T.M.A.,"4,7",Juraj Herz,"Martin Nemec, Juraj Herz",A man leaves his busy city life for the peace of the country home where he spent his early childhood. His new life is soon disturbed by strange events.,tt0289146
El libro de piedra,"4,1",Julio Cesar Estrada,"Julio Cesar Estrada, Gustavo Moheno, Enrique Renteria","Julieta is a young child psychologist hired by millionaire Eugenio Ruvalcaba, to work with his only daughter, Sylvia, who has severe emotional problems, while staying in their isolated island mansion. Once there, she finds out there's much more to Sylvia's imaginary friend than what everybody knows... and the results can be horrifying...",tt0353665
Posesión,"5,4","Joel Bergvall, Simon Sandquist","Michael Petroni, Won-mi Byun, Min-ho Song","Jess tiene la desgracia de ver cómo su marido y el hermano de éste caen en coma tras un accidente de coche. Cuando su cuñado despierta, le dice a ella que él es realmente su marido. Ella deberá entender qué es lo que realmente sucede.",tt0368563
It Came from Trafalgar,"7,0",Solomon Mortamur,Solomon Mortamur,,tt0425141
Cabeza de pescado,"7,6",July Massaccesi,"Fernando Barrientos, Edgardo Sosa",,tt0431670
Daybreakers,"6,4","Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig","En 2019, una plaga ha convertido a casi todos en vampiros. Dado el poco suministro de sangre, la raza dominante planea su supervivencia; mientras, un investigador trabaja con un grupo de vampiros encubiertos para salvar a la humanidad.",tt0433362
Cabras,No disponible,Fredy Polania,Fredy Polania,"Twenty bands unite from around the world for one film. Twenty months of filming, struggles and peace. Twenty visions one director.",tt0436154
La masacre de Town Creek,"5,3",Joel Schumacher,David Kajganich,Un hombre y su hermano en una misión de venganza quedan atrapados en un terrible experimento sobrenatural que data del Tercer Reich.,tt0450336
Moonlight Blade,No disponible,Arthur J. Mangano,Arthur J. Mangano,A New York newspaperman tracks clues to his missing sister in a small unfriendly hillbilly town.,tt0121569
Cargo,"6,1","Ivan Engler, Ralph Etter","Arnold Bucher, Ivan Engler, Patrik Steinmann","Dr. Laura P. takes a job on a cargo spaceship for 4 years plus 4 years back. She'll join her sister on Rhea. 44 months later, in Laura's shift, strange things happen in cargo. The crew is reanimated and the captain dies mysteriously.",tt0381940
House of Boys,"6,5",Jean-Claude Schlim,"Jean-Claude Schlim, Christian Thiry, Robert David Graham","Dos jóvenes almas gemelas se encuentran mientras trabajan en un club para hombres. Eventualmente, uno contrae el SIDA.",tt0405022
Rebelión adolescente,"6,4",Miguel Arteta,"Gustin Nash, C.D. Payne","Mientras sus horribles padres se tambalean al borde del divorcio, Nick Twisp pone su mirada en la chica de sus sueños Sheeni Saunders, con la esperanza de que ella sea la que le quite la virginidad.",tt0403702
Utolsó jelentés Annáról,"6,6",Márta Mészáros,"Márta Mészáros, Éva Pataki","This film is the first one since the political changes in Hungary to deal with the topic of informants. It vividly depicts the atmosphere of Hungarian society in the seventies. The protagonist is Peter, a literary critic, is tasked by the secret police to persuade Social Democratic politician, Anna Kethly, who has been living in exile for decades, to return home. Keth... Leer todo",tt0407852
The Perfect Sleep,"4,4",Jeremy Alter,Anton Pardoe,"Against the backdrop of a noirish dreamscape, a tortured man returns to the city he swore he would never return to, in order to save the woman he has always loved yet can never have.",tt0435716
AmerAsian,"6,7",Roger Lim,Roger Lim,"Eric, an American-born Asian college graduate, must steal a younger student's identity to take back the one last year of baseball eligibility that he lost when his dad passed away. Monica, his coach's All-American co-ed daughter, must ascertain her own questionable identity to come to terms with the years of abuse that she suffered after her mother passed away. Throug... Leer todo",tt0437065
Why George?,"8,1",David Sonkin,Shari Umansky,,tt0437550
Kisse Pyaar Karoon?,"3,5",Ajay Chandhok,"Shabbir Ahmed, Yunus Sajawal",Two men abduct a woman who wants to alienate them from their friend.,tt0438894
Yesterday Was a Lie,"5,2",James Kerwin,James Kerwin,"Hoyle, a girl with a sharp mind and a weakness for bourbon, finds herself on the trail of a reclusive genius. But her work takes a series of unforeseen twists as events around her grow increasingly fragmented... disconnected... surreal. With an ethereal lounge singer and her loyal partner as her only allies, Hoyle is plunged into a dark world of intrigue and earth-sha... Leer todo",tt0448182
1,"6,0",Pater Sparrow,"Judit Góczán, Béla Hamvas, Stanislaw Lem","A bookshop renowned for its rare works is mysteriously and completely filled with copies of a book entitled 1, which doesn't appear to have a publisher or author.",tt0408060
